
+-----+-------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------+--------+------+------+---------+----------+------+---------+--------------------------------------+----------+
| id  | index | name                                                                                                                                                                 | description | sample | min  | max  | type    | required | mask | options | billerGuid                           | billerId |
|  51 |     1 | 7-Digit Telephone Number                                                                                                                                             | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 55d87ed9-3da1-4832-9ec1-8f05ca1558a1 | 33       |
|  52 |     2 | Subscriber's Account Number                                                                                                                                          | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 55d87ed9-3da1-4832-9ec1-8f05ca1558a1 | 33       |
|  53 |     1 | Policy/Application Number                                                                                                                                            | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 4adacfad-a0bb-49bf-b955-e16c0b15a5b1 | 34       |
|  55 |     1 | Account Number                                                                                                                                                       | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 5b0a2e18-7cf9-41f4-88ea-74d515d14322 | 36       |
|  56 |     2 | Invoice Number                                                                                                                                                       | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 5b0a2e18-7cf9-41f4-88ea-74d515d14322 | 36       |
|  57 |     1 | Policy Owner Number                                                                                                                                                  | null        | null   |    0 |   30 | text    | 1        |    0 | null    | be455a86-66c6-4eac-9b07-1cbefa73dba3 | 37       |
|  58 |     2 | 9-Digit Policy Number                                                                                                                                                | null        | null   |    0 |   20 | text    | 1        |    0 | null    | be455a86-66c6-4eac-9b07-1cbefa73dba3 | 37       |
|  59 |     1 | Batch Request No./Request Reference No.                                                                                                                              | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 079a3672-3231-4ae2-9c72-a9a1e90edac8 | 38       |
|  60 |     2 | Contact Number                                                                                                                                                       | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 079a3672-3231-4ae2-9c72-a9a1e90edac8 | 38       |
|  61 |     1 | Policy/Associate Number                                                                                                                                              | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 096f4300-2937-49d8-a525-031b82778a89 | 39       |
|  62 |     2 | Installment Number                                                                                                                                                   | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 096f4300-2937-49d8-a525-031b82778a89 | 39       |
|  63 |     3 | Business Center                                                                                                                                                      | null        | null   |    0 |   10 | text    | 1        |    0 | null    | 096f4300-2937-49d8-a525-031b82778a89 | 39       |
|  64 |     1 | ACCOUNT ID                                                                                                                                                           | null        | null   |    0 |   11 | text    | 1        |    0 | null    | 905221eb-e634-4b44-8460-48c5ab5d40ef | 40       |
|  65 |     1 | PAYOR NAME                                                                                                                                                           | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 825fcfed-ac6a-4929-a182-eb897081e704 | 41       |
|  66 |     2 | MEMBERSHIP CODE                                                                                                                                                      | null        | null   |    0 |    5 | number  | 1        |    0 | null    | 825fcfed-ac6a-4929-a182-eb897081e704 | 41       |
|  67 |     1 | Telebet Number                                                                                                                                                       | null        | null   |    0 |   30 | text    | 1        |    0 | null    | c053e9bb-b07a-4a66-a39a-2c159c19c3c1 | 42       |
|  68 |     1 | Dealer Code                                                                                                                                                          | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 4891d5cf-09a4-4a95-9579-50a35e8a44d0 | 43       |
|  69 |     2 | Consignment Order Number                                                                                                                                             | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 4891d5cf-09a4-4a95-9579-50a35e8a44d0 | 43       |
|  70 |     1 | PAYMENT REFERENCE NO                                                                                                                                                 | null        | null   |    0 |   30 | text    | 1        |    0 | null    | fbea3ba2-1216-44bb-a812-bbc96bdbc0ed | 44       |
|  71 |     2 | PAYORS NAME                                                                                                                                                          | null        | null   |    0 |   20 | text    | 1        |    0 | null    | fbea3ba2-1216-44bb-a812-bbc96bdbc0ed | 44       |
|  72 |     1 | Subscriber's Number                                                                                                                                                  | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 4a1a07f1-616a-4331-ad2e-804fdb055198 | 45       |
|  73 |     2 | Current Account Number                                                                                                                                               | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 4a1a07f1-616a-4331-ad2e-804fdb055198 | 45       |
|  74 |     1 | Customer's Name                                                                                                                                                      | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 54370ceb-2dd0-4b5d-9c16-8f4499ecead6 | 46       |
|  75 |     2 | Customer Code                                                                                                                                                        | null        | null   |    0 |   10 | text    | 1        |    0 | null    | 54370ceb-2dd0-4b5d-9c16-8f4499ecead6 | 46       |
|  76 |     3 | Invoice 1                                                                                                                                                            | null        | null   |    0 |   10 | text    | 1        |    0 | null    | 54370ceb-2dd0-4b5d-9c16-8f4499ecead6 | 46       |
|  77 |     1 | Account ID                                                                                                                                                           | null        | null   |    0 |   11 | text    | 1        |    0 | null    | 01bf9c1d-225c-4bf0-91a7-7709a1424650 | 4        |
|  78 |     1 | Student ID Number                                                                                                                                                    | null        | null   |    0 |   30 | text    | 1        |    0 | null    | c0ecd6f3-2e34-4575-9e8b-93800ec03d37 | 48       |
|  79 |     1 | Contact Number                                                                                                                                                       | null        | null   |    0 |   30 | text    | 1        |    0 | null    | cd55f1f6-37fb-4049-8149-9e5c7efcb35e | 49       |
|  80 |     2 | Email Address                                                                                                                                                        | null        | null   |    0 |   20 | text    | 1        |    0 | null    | cd55f1f6-37fb-4049-8149-9e5c7efcb35e | 49       |
|  81 |     1 | Payor's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | d1715915-9124-461b-bf5e-8c9d83251573 | 50       |
|  82 |     2 | Greenlands Account Number                                                                                                                                            | null        | null   |    0 |   20 | text    | 1        |    0 | null    | d1715915-9124-461b-bf5e-8c9d83251573 | 50       |
|  83 |     1 | Payor's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | b905e2f3-ec2a-4a7e-97b1-40ebbdb10a8b | 51       |
|  84 |     2 | Payor's Code                                                                                                                                                         | null        | null   |    0 |   20 | text    | 1        |    0 | null    | b905e2f3-ec2a-4a7e-97b1-40ebbdb10a8b | 51       |
|  85 |     1 | Payor's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 0be306a6-bad5-4ad3-bad3-af405c79e970 | 52       |
|  86 |     2 | MC No.                                                                                                                                                               | null        | null   |    0 |    6 | text    | 1        |    0 | null    | 0be306a6-bad5-4ad3-bad3-af405c79e970 | 52       |
|  87 |     1 | Student Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 94d53691-8a97-4d60-8288-3d2cb98ac2e4 | 53       |
|  88 |     2 | Student Number                                                                                                                                                       | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 94d53691-8a97-4d60-8288-3d2cb98ac2e4 | 53       |
|  89 |     1 | Payor's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | f5397433-c678-4eca-8336-131e94543160 | 54       |
|  90 |     2 | Member's ID Number                                                                                                                                                   | null        | null   |    0 |   16 | text    | 1        |    0 | null    | f5397433-c678-4eca-8336-131e94543160 | 54       |
|  91 |     1 | Payor's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 73ff9287-9338-4d97-b625-4e67f6652dd0 | 55       |
|  92 |     2 | ID Number                                                                                                                                                            | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 73ff9287-9338-4d97-b625-4e67f6652dd0 | 55       |
|  93 |     1 | Payor's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 570b9bd2-5f2a-41ae-b89f-b131662b938f | 56       |
|  94 |     2 | Policy Number                                                                                                                                                        | null        | null   |    0 |   12 | text    | 1        |    0 | null    | 570b9bd2-5f2a-41ae-b89f-b131662b938f | 56       |
|  95 |     1 | Payor's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 5e9e94bf-ee84-409a-8628-0ae7a609e727 | 57       |
|  96 |     2 | CPA License Number /Chapter code                                                                                                                                     | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 5e9e94bf-ee84-409a-8628-0ae7a609e727 | 57       |
|  97 |     1 | Student Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | c34f1a6e-70e3-4688-a3bc-0dba3d4283a9 | 58       |
|  98 |     2 | Student Code                                                                                                                                                         | null        | null   |    0 |   10 | text    | 1        |    0 | null    | c34f1a6e-70e3-4688-a3bc-0dba3d4283a9 | 58       |
|  99 |     1 | Card Name                                                                                                                                                            | null        | null   |    0 |   30 | text    | 1        |    1 | null    | bcf860ee-46b4-44af-800d-84b3c92852e2 | 59       |
| 100 |     2 | Card Number                                                                                                                                                          | null        | null   |    0 |   16 | text    | 1        |    1 | null    | bcf860ee-46b4-44af-800d-84b3c92852e2 | 59       |
| 101 |     1 | Payor's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | e08bf203-bdf6-43b4-b7bb-8b545684287c | 60       |
| 102 |     1 | Buyer's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | f45d1864-8d23-4552-9135-bae01b7d68e2 | 61       |
| 103 |     2 | Subdivision/Project                                                                                                                                                  | null        | null   |    0 |   20 | text    | 1        |    0 | null    | f45d1864-8d23-4552-9135-bae01b7d68e2 | 61       |
| 104 |     3 | Block and Lot/Unite.g. B4L1)                                                                                                                                         | null        | null   |    0 |   10 | text    | 1        |    0 | null    | f45d1864-8d23-4552-9135-bae01b7d68e2 | 61       |
| 105 |     1 | Payor's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 83f30b17-b570-45d2-8114-bf5b3c58dc69 | 62       |
| 106 |     2 | Particulars                                                                                                                                                          | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 83f30b17-b570-45d2-8114-bf5b3c58dc69 | 62       |
| 107 |     1 | Student Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 90dd2ea6-b518-4c70-8758-0507dba89ebb | 63       |
| 108 |     2 | Student Number                                                                                                                                                       | null        | null   |    0 |    7 | text    | 1        |    0 | null    | 90dd2ea6-b518-4c70-8758-0507dba89ebb | 63       |
| 109 |     3 | Application of Payment                                                                                                                                               | null        | null   |    0 |   10 | text    | 1        |    0 | null    | 90dd2ea6-b518-4c70-8758-0507dba89ebb | 63       |
| 110 |     1 | Contract Account Number                                                                                                                                              | null        | null   |    0 |    8 | text    | 1        |    0 | null    | 9d925736-11ac-450c-b807-6aede91b317b | 64       |
| 111 |     1 | Payor's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 66d72622-cf48-49bd-b327-dca435f56823 | 65       |
| 112 |     2 | 1PINOY PIN                                                                                                                                                           | null        | null   |    0 |   11 | text    | 1        |    0 | null    | 66d72622-cf48-49bd-b327-dca435f56823 | 65       |
| 113 |     1 | Purchase Order / Sales Order Number                                                                                                                                  | null        | null   |    0 |   15 | text    | 1        |    0 | null    | 782e5b1f-a5da-4e16-b7c3-f42af71ecd80 | 66       |
| 114 |     1 | Payor's Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | f3ab9b7a-5861-4646-a5bd-369a5189fcb0 | 67       |
| 115 |     2 | Transaction ID                                                                                                                                                       | null        | null   |    0 |   10 | text    | 1        |    0 | null    | f3ab9b7a-5861-4646-a5bd-369a5189fcb0 | 67       |
| 116 |     1 | Card Number                                                                                                                                                          | null        | null   |    0 |   16 | text    | 1        |    1 | null    | c00f63cc-3902-4012-962c-b1f18dce0242 | 68       |
| 117 |     1 | Purchaser's Name                                                                                                                                                     | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 8fa3a601-9afd-469f-8597-8040319722d6 | 69       |
| 118 |     2 | PNPA No.                                                                                                                                                             | null        | null   |    0 |   15 | text    | 1        |    0 | null    | 8fa3a601-9afd-469f-8597-8040319722d6 | 69       |
| 119 |     1 | Transaction No.                                                                                                                                                      | null        | null   |    0 |    7 | text    | 1        |    0 | null    | 33cd2c12-0098-46f4-8f16-74d8bb9d53d8 | 70       |
| 120 |     1 | MEP REFERENCE NUMBER                                                                                                                                                 | null        | null   |    0 |   13 | text    | 1        |    0 | null    | aea2039d-831e-43f7-85ac-08ece3e73069 | 71       |
| 121 |     1 | Customer Reference Number                                                                                                                                            | null        | null   |    0 |   13 | text    | 1        |    0 | null    | aea2039d-831e-43f7-85ac-08ece3e73069 | 71       |
| 122 |     1 | MEP Reference Number                                                                                                                                                 | null        | null   |    0 |   20 | text    | 1        |    0 | null    | a30ed799-73a0-4066-a01e-9b007fe47068 | 73       |
| 123 |     1 | MEP Reference Number                                                                                                                                                 | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 7e7a036a-1ab3-4a61-8db4-065909600a6c | 74       |
| 124 |     1 | MEP Reference Number                                                                                                                                                 | null        | null   |    0 |   20 | text    | 1        |    0 | null    | c6fdbe83-a8ba-4509-9bde-39bfd30a60a4 | 75       |
| 125 |     1 | MEP Reference Number                                                                                                                                                 | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 96a6ffba-4a86-4da3-86ed-5b54cf0b5963 | 76       |
| 126 |     1 | Payor's /Distributor's Name                                                                                                                                          | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 9c44f398-d2b9-4a18-bb7e-a7155df992f3 | 77       |
| 127 |     2 | Customer ID                                                                                                                                                          | null        | null   |    0 |    8 | text    | 1        |    0 | null    | 9c44f398-d2b9-4a18-bb7e-a7155df992f3 | 77       |
| 128 |     1 | Depository Name                                                                                                                                                      | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 0a4da96d-74e4-4923-bb9a-fc1fe460e459 | 78       |
| 129 |     2 | PR No.                                                                                                                                                               | null        | null   |    0 |   10 | text    | 1        |    0 | null    | 0a4da96d-74e4-4923-bb9a-fc1fe460e459 | 78       |
| 130 |     1 | Account Name                                                                                                                                                         | null        | null   |    0 |   30 | text    | 1        |    0 | null    | b3d1335f-ca39-4741-978c-ecedbade0785 | 79       |
| 131 |     2 | Account Number                                                                                                                                                       | null        | null   |    0 |   20 | text    | 1        |    0 | null    | b3d1335f-ca39-4741-978c-ecedbade0785 | 79       |
| 132 |     1 | Client Name/Subscriber's Name                                                                                                                                        | null        | null   |    0 |   30 | text    | 1        |    0 | null    | e283e8f1-2e1b-446a-802a-bdc9df9e327f | 80       |
| 133 |     2 | Loan Account No.                                                                                                                                                     | null        | null   |    0 |   10 | text    | 1        |    0 | null    | e283e8f1-2e1b-446a-802a-bdc9df9e327f | 80       |
| 134 |     1 | Account Number                                                                                                                                                       | null        | null   |    0 |   10 | text    | 1        |    0 | null    | 7b3c4b42-7e01-4f41-af77-3399515e83f4 | 81       |
| 135 |     1 | Principal Member Name                                                                                                                                                | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 76337303-d223-4168-8121-455f11b58110 | 82       |
| 136 |     2 | Agreement No.                                                                                                                                                        | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 76337303-d223-4168-8121-455f11b58110 | 82       |
| 137 |     1 | Student's Name                                                                                                                                                       | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 1d835679-6514-487a-86a5-9738bda5a13c | 83       |
| 138 |     2 | Department                                                                                                                                                           | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 1d835679-6514-487a-86a5-9738bda5a13c | 83       |
| 139 |     3 | Code/Student ID                                                                                                                                                      | null        | null   |    0 |   10 | text    | 1        |    0 | null    | 1d835679-6514-487a-86a5-9738bda5a13c | 83       |
| 140 |     1 | Franchisee's Name                                                                                                                                                    | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 62cfd7a1-10e3-455b-96cf-8aa30385e461 | 84       |
| 141 |     2 | Billing Period mm/dd/yy-mm/dd/yy                                                                                                                                     | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 62cfd7a1-10e3-455b-96cf-8aa30385e461 | 84       |
| 142 |     1 | Name of Payor                                                                                                                                                        | null        | null   |    0 |   30 | text    | 1        |    0 | null    | b73e3668-e603-4f4c-8821-a7b2774cde45 | 85       |
| 143 |     2 | Client Reference Number                                                                                                                                              | null        | null   |    0 |   16 | text    | 1        |    0 | null    | b73e3668-e603-4f4c-8821-a7b2774cde45 | 85       |
| 144 |     1 | Name of Payor                                                                                                                                                        | null        | null   |    0 |   30 | text    | 1        |    0 | null    | a5fd043a-bb5e-457b-83a7-2ab7788998c3 | 86       |
| 145 |     2 | Client Reference Number                                                                                                                                              | null        | null   |    0 |   10 | text    | 1        |    0 | null    | a5fd043a-bb5e-457b-83a7-2ab7788998c3 | 86       |
| 146 |     1 | Payor's NameLast Name, First Name)                                                                                                                                   | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 552906db-ea23-40f4-b1d1-8792eb1efdc5 | 87       |
| 147 |     2 | Cellphone No.                                                                                                                                                        | null        | null   |    0 |   11 | number  | 1        |    0 | null    | 552906db-ea23-40f4-b1d1-8792eb1efdc5 | 87       |
| 148 |     1 | Transaction number/ Reference number                                                                                                                                 | null        | null   |    0 |   20 | text    | 1        |    0 | null    | 057e8fe7-a520-467d-a6d2-fd45d5ea0508 | 88       |
| 149 |     1 | Name of Payor                                                                                                                                                        | null        | null   |    0 |   30 | text    | 1        |    0 | null    | 11a39dff-3f90-4b41-9fec-339cb0e9b045 | 89       |
